,image,xmin,ymin,xmax,ymax,class
2852,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 13.png,314,222,327,236,PRlayerdisruption
2853,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 13.png,314,207,328,218,Hyperfluorescentspots
2854,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 13.png,340,191,354,203,Hyperfluorescentspots
2855,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 14.png,110,230,161,249,PRlayerdisruption
2856,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 14.png,101,237,159,262,Geographicatrophy
2857,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 14.png,0,236,39,249,Geographicatrophy
2858,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 14.png,228,237,242,254,Harddrusen
2859,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 14.png,267,237,294,250,Harddrusen
2860,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 14.png,244,237,255,254,Harddrusen
2861,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 14.png,257,239,269,257,Harddrusen
2862,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 14.png,168,235,223,255,PRlayerdisruption
2863,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 14.png,384,213,416,231,Softdrusen
2864,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 14.png,425,206,442,226,Harddrusen
2865,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 14.png,452,199,463,220,Harddrusen
2866,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 14.png,307,230,330,248,Softdrusen
2867,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 15.png,180,199,214,217,PRlayerdisruption
2868,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 15.png,103,202,145,219,PRlayerdisruption
2869,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 15.png,260,197,314,214,PRlayerdisruption
2870,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 15.png,277,190,326,207,PRlayerdisruption
2871,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 15.png,435,161,461,177,PRlayerdisruption
2872,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 15.png,468,150,487,169,Harddrusen
2873,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 15.png,419,164,436,180,Harddrusen
2874,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 15.png,325,184,345,198,Harddrusen
2875,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 15.png,230,200,241,216,Harddrusen
2876,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 16.png,186,197,215,217,Harddrusen
2877,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 16.png,229,197,259,217,Harddrusen
2878,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 16.png,273,186,288,214,Harddrusen
2879,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 16.png,214,199,236,226,PRlayerdisruption
2880,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 16.png,257,195,280,214,PRlayerdisruption
2881,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 16.png,288,179,312,202,PRlayerdisruption
2882,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 16.png,174,193,194,216,PRlayerdisruption
2883,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 16.png,42,192,77,208,PRlayerdisruption
2884,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 16.png,160,193,175,214,Harddrusen
2885,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 17.png,387,222,415,240,Harddrusen
2886,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 17.png,38,243,55,262,Harddrusen
2887,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 17.png,155,253,191,273,PRlayerdisruption
2888,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 17.png,246,248,276,268,PRlayerdisruption
2889,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 17.png,215,250,244,273,PRlayerdisruption
2890,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 17.png,192,255,214,282,PRlayerdisruption
2891,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 17.png,286,237,323,261,PRlayerdisruption
2892,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 17.png,93,252,115,267,PRlayerdisruption
2893,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 18.png,77,217,184,239,PRlayerdisruption
2894,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 18.png,187,216,219,233,PRlayerdisruption
2895,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 18.png,276,209,295,220,PRlayerdisruption
2896,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 18.png,308,200,330,213,PRlayerdisruption
2897,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 18.png,462,160,498,178,Softdrusen
2898,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 13.png,173,241,211,265,Softdrusen
2899,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 14.png,168,234,185,270,SoftdrusenPED
2900,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 14.png,187,240,207,272,SoftdrusenPED
2901,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 14.png,170,249,203,265,SoftdrusenPED
2902,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 14.png,123,240,133,250,Harddrusen
2903,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 15.png,180,251,199,263,SoftdrusenPED
2904,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 15.png,203,258,214,268,Softdrusen
2905,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 15.png,174,235,200,269,SoftdrusenPED
2906,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 15.png,199,244,217,275,SoftdrusenPED
2907,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 16.png,174,231,190,263,SoftdrusenPED
2908,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 16.png,191,234,219,266,SoftdrusenPED
2909,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 16.png,173,239,191,261,SoftdrusenPED
2910,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 16.png,194,245,216,267,SoftdrusenPED
2911,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 17.png,199,252,218,269,Softdrusen
2912,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 17.png,207,243,219,276,SoftdrusenPED
2913,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 17.png,196,240,207,274,SoftdrusenPED
2914,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 25.png,220,271,251,296,Softdrusen
2915,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 25.png,355,307,373,325,Harddrusen
2916,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 25.png,282,293,341,318,Softdrusen
2917,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 25.png,340,299,351,319,Harddrusen
2918,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 30.png,222,261,244,288,Softdrusen
2919,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 30.png,254,278,265,298,Harddrusen
2920,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 30.png,266,280,292,303,Softdrusen
2921,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 30.png,294,290,306,305,Harddrusen
2922,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 30.png,307,288,317,306,Harddrusen
2923,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 30.png,330,290,344,306,Harddrusen
2924,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 30.png,344,295,373,313,Softdrusen
2925,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 31.png,220,266,251,297,Softdrusen
2926,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 31.png,253,285,266,302,Harddrusen
2927,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 31.png,188,261,198,278,Harddrusen
2928,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 31.png,267,290,300,313,Softdrusen
2929,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 31.png,343,304,386,322,Softdrusen
2930,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 31.png,319,297,342,318,Softdrusen
2931,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 31.png,308,295,319,316,Harddrusen
2932,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 32.png,187,253,200,274,Harddrusen
2933,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 32.png,217,263,248,287,Softdrusen
2934,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 32.png,265,280,307,308,Softdrusen
2935,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 32.png,308,290,378,316,Softdrusen
2936,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 38.png,194,254,227,284,Softdrusen
2937,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 38.png,239,271,251,296,Harddrusen
2938,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 38.png,295,291,306,307,Harddrusen
2939,AMD Part1/AMD (26).E2E/2- 25- 2017 5- 23- 01 PM/Image 41.png,214,250,226,271,Reticulardrusen
2940,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,245,294,261,335,Softdrusen
2941,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,263,292,281,329,Softdrusen
2942,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,266,309,279,324,Softdrusen
2943,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,310,305,321,320,Softdrusen
2944,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,297,310,308,323,Softdrusen
2945,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,354,293,365,305,Softdrusen
2946,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,373,286,383,299,Softdrusen
2947,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,338,298,348,314,Softdrusen
2948,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,118,296,136,307,Softdrusen
2949,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,246,311,259,326,Softdrusen
2950,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,470,239,480,252,Softdrusen
2951,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,414,267,424,281,Softdrusen
2952,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,429,259,441,273,Softdrusen
2953,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,452,326,462,336,Softdrusen
2954,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,451,252,461,262,Softdrusen
2955,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,393,276,404,289,Softdrusen
2956,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,196,311,206,324,Softdrusen
2957,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,215,316,225,329,Softdrusen
2958,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,177,308,187,323,Softdrusen
2959,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,86,289,96,300,Softdrusen
2960,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,145,304,155,314,Softdrusen
2961,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,64,284,74,296,Softdrusen
2962,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,104,288,115,301,Softdrusen
2963,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,294,292,307,328,Softdrusen
2964,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,307,291,320,327,Softdrusen
2965,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,330,281,346,321,Softdrusen
2966,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,353,272,367,314,Softdrusen
2967,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,370,267,384,308,Softdrusen
2968,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 9.png,468,228,478,261,Softdrusen
2969,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 10.png,133,293,150,332,Softdrusen
2970,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 10.png,152,304,183,333,Softdrusen
2971,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 10.png,251,313,262,343,Softdrusen
2972,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 10.png,267,305,300,343,Softdrusen
2973,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 10.png,392,285,405,302,Softdrusen
2974,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 10.png,366,293,377,309,Softdrusen
2975,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 10.png,330,305,341,322,Softdrusen
2976,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 10.png,306,308,319,324,Softdrusen
2977,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 10.png,279,313,289,326,Softdrusen
2978,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 10.png,295,316,306,330,Softdrusen
2979,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 10.png,138,307,149,321,Softdrusen
2980,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 10.png,251,326,261,336,Softdrusen
2981,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 10.png,181,314,191,328,PRlayerdisruption
2982,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 10.png,301,299,317,337,Softdrusen
2983,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 10.png,357,285,376,319,Softdrusen
2984,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 10.png,377,281,387,312,Softdrusen
2985,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 10.png,389,277,405,311,Softdrusen
2986,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,301,316,316,336,SoftdrusenPED
2987,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,141,312,154,329,Softdrusen
2988,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,164,322,174,333,Softdrusen
2989,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,185,328,197,338,Softdrusen
2990,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,204,331,215,342,Softdrusen
2991,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,237,327,248,339,Softdrusen
2992,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,275,328,287,339,Softdrusen
2993,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,354,303,364,316,Softdrusen
2994,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,403,286,413,299,Harddrusen
2995,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,324,310,335,330,Softdrusen
2996,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,380,296,390,309,Softdrusen
2997,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,109,311,122,323,Softdrusen
2998,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,89,308,100,318,Softdrusen
2999,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,71,305,82,315,Softdrusen
3000,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,45,301,57,311,Softdrusen
3001,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,128,293,160,341,Softdrusen
3002,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,161,302,181,343,Softdrusen
3003,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,182,310,204,346,Softdrusen
3004,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,232,314,248,350,Softdrusen
3005,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,292,308,357,340,SoftdrusenPED
3006,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,108,300,125,339,Softdrusen
3007,AMD Part1/AMD (27).E2E/2- 25- 2017 8- 35- 28 PM/Image 11.png,265,323,292,346,Softdrusen
3008,AMD Part1/AMD (28).E2E/2- 25- 2017 8- 37- 13 PM/Image 12.png,214,229,245,254,PRlayerdisruption
3009,AMD Part1/AMD (28).E2E/2- 25- 2017 8- 37- 13 PM/Image 12.png,148,221,212,250,Choroidalfolds
3010,AMD Part1/AMD (28).E2E/2- 25- 2017 8- 37- 13 PM/Image 19.png,47,175,128,216,Choroidalfolds
3011,AMD Part1/AMD (28).E2E/2- 25- 2017 8- 37- 13 PM/Image 19.png,118,193,184,220,Choroidalfolds
3012,AMD Part1/AMD (28).E2E/2- 25- 2017 8- 37- 13 PM/Image 19.png,207,199,232,226,PRlayerdisruption
3013,AMD Part1/AMD (28).E2E/2- 25- 2017 8- 37- 13 PM/Image 10.png,241,214,289,244,SoftdrusenPED
3014,AMD Part1/AMD (28).E2E/2- 25- 2017 8- 37- 13 PM/Image 10.png,175,219,197,238,Harddrusen
3015,AMD Part1/AMD (28).E2E/2- 25- 2017 8- 37- 13 PM/Image 10.png,204,222,226,243,Harddrusen
3016,AMD Part1/AMD (28).E2E/2- 25- 2017 8- 37- 13 PM/Image 10.png,224,220,239,248,Harddrusen
3017,AMD Part1/AMD (28).E2E/2- 25- 2017 8- 37- 13 PM/Image 11.png,177,216,201,235,Harddrusen
3018,AMD Part1/AMD (28).E2E/2- 25- 2017 8- 37- 13 PM/Image 11.png,214,222,239,239,Harddrusen
3019,AMD Part1/AMD (28).E2E/2- 25- 2017 8- 37- 13 PM/Image 12.png,213,224,239,254,PRlayerdisruption
3020,AMD Part1/AMD (28).E2E/2- 25- 2017 8- 37- 13 PM/Image 12.png,171,229,210,251,Softdrusen
3021,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 9.png,142,206,157,229,Harddrusen
3022,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 9.png,172,211,185,234,Harddrusen
3023,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 9.png,360,200,371,224,Reticulardrusen
3024,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 9.png,383,192,393,213,Reticulardrusen
3025,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 9.png,315,209,330,227,Reticulardrusen
3026,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 9.png,233,207,250,241,Softdrusen
3027,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 9.png,211,209,222,241,Softdrusen
3028,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 9.png,266,208,287,234,Softdrusen
3029,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 10.png,146,207,162,235,Softdrusen
3030,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 10.png,185,201,204,239,Softdrusen
3031,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 10.png,220,217,236,240,Harddrusen
3032,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 10.png,260,221,270,239,Harddrusen
3033,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 10.png,285,218,296,238,Harddrusen
3034,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 10.png,327,210,338,229,Harddrusen
3035,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 16.png,129,283,141,304,Harddrusen
3036,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 16.png,202,291,216,314,Harddrusen
3037,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 16.png,487,187,499,213,Reticulardrusen
3038,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 16.png,295,270,343,307,Softdrusen
3039,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 16.png,252,288,274,314,Softdrusen
3040,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 16.png,156,284,170,309,Harddrusen
3041,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 17.png,234,275,271,309,Softdrusen
3042,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 17.png,307,261,341,300,Softdrusen
3043,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 17.png,486,169,510,206,Softdrusen
3044,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 17.png,179,280,233,303,Softdrusen
3045,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 17.png,155,276,174,299,Harddrusen
3046,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 17.png,45,256,63,272,Harddrusen
3047,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 24.png,205,206,222,228,Harddrusen
3048,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 24.png,225,203,242,229,Softdrusen
3049,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 24.png,250,200,267,228,Softdrusen
3050,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 24.png,276,199,294,227,Softdrusen
3051,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 24.png,126,195,140,217,Harddrusen
3052,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 24.png,297,201,313,222,Harddrusen
3053,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 24.png,346,191,356,207,Harddrusen
3054,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 24.png,364,162,382,200,Softdrusen
3055,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 24.png,427,136,440,169,Softdrusen
3056,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 24.png,399,170,410,183,Harddrusen
3057,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 25.png,103,191,117,210,Harddrusen
3058,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 25.png,190,210,203,225,Harddrusen
3059,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 25.png,239,181,273,233,Softdrusen
3060,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 25.png,285,198,305,230,Softdrusen
3061,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 25.png,313,182,333,224,Softdrusen
3062,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 25.png,333,180,386,216,Softdrusen
3063,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 25.png,386,152,408,193,Softdrusen
3064,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 25.png,205,210,221,230,Harddrusen
3065,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 25.png,223,212,238,234,Harddrusen
3066,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 27.png,162,187,180,213,Softdrusen
3067,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 27.png,255,188,276,223,Softdrusen
3068,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 27.png,225,192,243,223,Softdrusen
3069,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 27.png,290,193,305,222,Softdrusen
3070,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 27.png,311,190,328,220,Softdrusen
3071,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 27.png,329,176,350,214,Softdrusen
3072,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 27.png,487,100,504,118,Harddrusen
3073,AMD Part1/AMD (30).E2E/2- 25- 2017 8- 40- 33 PM/Image 27.png,477,114,487,129,Harddrusen
